name,name_cs
"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","SÝR, RICOTTA, PLNOTUČNÉ MLÉKO, POLLY-O"
"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","SÝR, RICOTTA, PLNOTUČNÉ MLÉKO, SORRENTO"
"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","SÝR, RICOTTA, PLNOTUČNÉ MLÉKO, SKLAD/JINÉ"
"Cheese, swiss","Sýr, švýcarský"
"Cherries, dark red, sweet, raw","Třešně, tmavě červené, sladké, syrové"
"Cherries, sweet, dark red, raw","Třešně, sladké, tmavě červené, syrové"
"chestnut flour","kaštanová mouka"
"Chia seeds, dry, raw","Chia semínka, suchá, syrová"
"Chia seeds, whole, dry, raw","Chia semínka, celá, suchá, syrová"
"chicken, breast, boneless, skinless","kuřecí maso, prsa, vykostěné, bez kůže"
"Chicken, breast, boneless, skinless, raw","Kuřecí prsa, vykostěné, bez kůže, syrové"
"Chicken, breast, meat and skin, raw","Kuře, prsa, maso a kůže, syrové"
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised","Kuřecí maso, brojlery nebo fritézy, prsa, bez kůže, bez kostí, pouze maso, vařené, dušené"
"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Kuře, brojleři nebo fritézy, paličky, pouze maso, vařené, dušené"
"Chicken, drumstick, meat and skin, raw","Kuře, palička, maso a kůže, syrové"
"Chicken, ground, breast meat only, raw","Kuřecí maso, mleté, pouze prsní maso, syrové"
"Chicken, ground, raw","Kuře, mleté, syrové"
"Chicken, ground, with additives, raw","Kuřecí maso, mleté, s přísadami, syrové"
"Chicken, thigh, boneless, skinless, raw","Kuřecí maso, stehno, vykostěné, bez kůže, syrové"
"Chicken, thigh, meat and skin, raw","Kuřecí maso, stehno, maso a kůže, syrové"
"chicken, thighs, boneless, skinless","kuře, stehna, bez kostí, bez kůže"
"Chicken, wing, meat and skin, raw","Kuře, křídlo, maso a kůže, syrové"
"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed","Cizrna (garbanzo fazole, bengálský gram), konzerva, přidán sodík, okapaná a propláchnutá"
"Chickpeas, (garbanzo beans, bengal gram), dry","Cizrna, (garbanzo fazole, bengálský gram), suchá"
"Chléb","Chléb"
"Chleba","Chleba"
"Chléb krajíc","Chléb krajíc"
"Cholesterol, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Chol","Cholesterol, sýr, švýcarský, plátky (CA2, CO) - 18c-17-03-Chol"
"Cholesterol, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Chol","Cholesterol, sýr, švýcarský, plátky (CA2, NC) - 18c-16-03-Chol"
"Cholesterol, Cheese, swiss, slices (CO, CT) - 18c-16-05-Chol","Cholesterol, sýr, švýcarský, plátky (CO, CT) - 18c-16-05-Chol"
"Cholesterol, Cheese, swiss, slices (FL, MO) - 18c-17-05-Chol","Cholesterol, sýr, švýcarský, plátky (FL, MO) - 18c-17-05-Chol"
"Cholesterol, Cheese, swiss, slices (IN, MI) - 18c-17-01-Chol","Cholesterol, sýr, švýcarský, plátky (IN, MI) - 18c-17-01-Chol"
"Cholesterol, Cheese, swiss, slices (IN, NY) - 18c-16-01-Chol","Cholesterol, sýr, švýcarský, plátky (IN, NY) - 18c-16-01-Chol"
"Cholesterol & moisture, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPD","Cholesterol a vlhkost, tvaroh, 2% mléčný tuk, DAISY (MO,CT) - NFY120BPD"
"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED","CHORIZO VEPŘOVÁ KLOBÁBA, JOHNSONVILLE, VAŘENÁ"
"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED","CHORIZO VEPŘOVÁ KLOBÁSKA, SMÍŠENÁ ZNAČKA, VAŘENÁ"
"Cibule","Cibule"
"Cibule 1ks","Cibule 1ks"
"Cibule červená","Cibule červená"
"Cizrna","Cizrna"
"Čočka červená","Čočka červená"
"coconut flour","kokosová mouka"
"cod, Atlantic, wild caught, raw, skin removed","treska, Atlantik, ulovená ve volné přírodě, syrová, zbavená kůže"
"Collards, raw","Límečky, syrové"
"Cookies, oatmeal, soft, with raisins","Sušenky, ovesné vločky, měkké, s rozinkami"
"Corn flour, masa harina, white, dry, raw","Kukuřičná mouka, masa harina, bílá, suchá, syrová"
"Corn flour, masa harina, white or yellow, dry, raw","Kukuřičná mouka, masa harina, bílá nebo žlutá, suchá, syrová"
"Corn flour, masa harina, yellow, dry, raw","Kukuřičná mouka, masa harina, žlutá, suchá, syrová"
"Corn oil","Kukuřičný olej"
"Corn, sweet, yellow and white kernels,  fresh, raw","Kukuřice, sladká, žlutá a bílá jádra,  čerstvá, syrová"
"Corn, sweet, yellow and white kernels, husked, kernels cut off, raw","Kukuřice, sladká, žlutá a bílá jádra, loupaná, jádra odříznutá, syrová"
"cotija (solid)","cotija (pevná)"
"Cottage","Chalupa"
"cottage cheese, 4% milkfat, large curd","tvaroh, 4% mléčného tuku, velký tvaroh"
"cottage cheese, 4% milkfat, small curd","tvaroh, 4% mléčného tuku, malý tvaroh"
"Cottage cheese, full fat, large or small curd","Tvaroh, plnotučný, velký nebo malý tvaroh"
"crab, blue swimming, lump, pasteurized, refrigerated","krab, modré plavání, kusové, pasterizované, chlazené"
"Cranberry juice, not fortified, from concentrate, shelf stable","Brusinkový džus, neforkovaný, z koncentrátu, skladovatelný"
"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED","BRUSINKOVÁ ŠŤÁVA, STABILNÍ, Z KONCENTRÁTU, NEFTIFIKOVANÁ"
"cream cheese, block, full fat","smetanový sýr, blok, plnotučný"
"Cream cheese, full fat, block","Smetanový sýr, plnotučný, blok"
"Cream, heavy","Krémová, těžká"
"Cream, sour, full fat","Smetanové, kyselé, plnotučné"
"Croissant","Rohlík"
"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated","Korýši, krabi, modré plavání, hrudkové, pasterizované, chlazené"
"Crustaceans, shrimp, farm raised, raw","Korýši, krevety, chovaní na farmě, syrové"
"Cucumber, with peel, raw","Okurka, se slupkou, syrová"
"cucumber, with skin, raw","okurka, se slupkou, syr"
"Cuketa","Cuketa"
"Eggplant, Italian, raw","Lilek, italský, syrový"
"Eggplant, raw","Lilek, syrový"
"Eggs, Grade A, Large, egg white","Vejce, třída A, velká, vaječný bílek"
"Eggs, Grade A, Large, egg whole","Vejce, třída A, velká, celá vejce"
"Eggs, Grade A, Large, egg yolk","Vejce, třída A, velká, vaječný žloutek"
"Eggs, whites","Vejce, bílky"
"Eggs, whole","Vejce, celá"
"Eggs; whole","Vejce; celý"
"Eggs, yolk","Vejce, žloutek"
"Egg, white, dried","Vejce, bílek, sušené"
"Egg, white, raw, frozen, pasteurized","Vejce, bílek, syrové, mražené, pasterizované"
"Egg whites","Vaječné bílky"
"Egg whites, dried","Vaječné bílky, sušené"
"Egg, whole, dried","Vejce, celé, sušené"
"Egg, whole, raw, frozen, pasteurized","Vejce, celá, syrová, mražená, pasterizovaná"
"Egg yolk","Žloutek"
"Egg, yolk, dried","Vejce, žloutek, sušené"
"Egg, yolk, raw, frozen, pasteurized","Vejce, žloutek, syrové, mražené, pasterizované"
"Egg yolks, dried","Vaječné žloutky, sušené"
"Einkorn, grain, dry, raw","Jednozrnka, obilí, suché, syrové"
"Einkorn, grain, wheat berry, dry, raw","Jednozrnka, obilí, bobule pšenice, suché, syrové"
"Farro, pearled, dry, raw","Farro, perleťové, suché, syrové"
"Fat, Chicken, dark meat, lean only, drumstick, braised, enhanced (OK1,MI1) - 14B-06-06-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, dušené, vylepšené (OK1,MI1) - 14B-06-06-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (AL1,CA1) - 14B-06-05-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (AL1,CA1) - 14B-06-05-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CA2,NC1) - 14B-06-02-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (CA2,NC1) - 14B-06-02-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CO1,CT1,IN1) - 14B-06-03-TotalFat","Tučný, kuře, tmavé maso, pouze libové, stehno, dušené, bez přídavku (CO1,CT1,IN1) - 14B-06-03-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (FL1,MO1,NY1) - 14B-06-04-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (National) - 14B-06-01-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (národní) - 14B-06-01-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, raw, enhanced (OK1,MI1) - 14B-04-06-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, vylepšené (OK1,MI1) - 14B-04-06-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (AL1,CA1) - 14B-04-05-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, nevylepšené (AL1,CA1) - 14B-04-05-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CA2,NC1) - 14B-04-02-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, nevylepšené (CA2,NC1) - 14B-04-02-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CO1,CT1,IN1) - 14B-04-03-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, bez přídavku (CO1,CT1,IN1) - 14B-04-03-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, nevylepšené (FL1,MO1,NY1) - 14B-04-04-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (National) - 14B-04-01-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, nevylepšené (národní) - 14B-04-01-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, roasted, enhanced (OK1,MI1) - 14B-05-06-TotalFat","Tučné, kuřecí, tmavé maso, pouze libové, stehna, pečené, vylepšené (OK1,MI1) - 14B-05-06-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (AL1,CA1) - 14B-05-05-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehna, pečené, nevylepšené (AL1,CA1) - 14B-05-05-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CA2,NC1) - 14B-05-02-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehna, pečené, nevylepšené (CA2,NC1) - 14B-05-02-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CO1,CT1,IN1) - 14B-05-03-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehna, pečené, bez přídavku (CO1,CT1,IN1) - 14B-05-03-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, pečené, nevylepšené (FL1,MO1,NY1) - 14B-05-04-TotalFat"
"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (National) - 14B-05-01-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, pečené, nevylepšené (národní) - 14B-05-01-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, braised, enhanced (OK1,MI1) - 14B-09-06-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, dušené, vylepšené (OK1,MI1) - 14B-09-06-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-TotalFat","Tučný, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (AL1,CA1) - 14B-09-05-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CA2,NC1) - 14B-09-02-TotalFat","Tučný, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (CA2,NC1) - 14B-09-02-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CO1,CT1) - 14B-09-03-TotalFat","Tučný, kuřecí, tmavé maso, pouze libové, stehno, dušené, bez přídavku (CO1,CT1) - 14B-09-03-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (FL1,MO1,NY1) - 14B-09-04-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (National) - 14B-09-01-TotalFat","Tučný, kuře, tmavé maso, pouze libové, stehno, dušené, nevylepšené (národní) - 14B-09-01-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, raw, enhanced (OK1,MI1) - 14B-07-06-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, vylepšené (OK1,MI1) - 14B-07-06-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, nevylepšené (AL1,CA1) - 14B-07-05-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CA2,NC1) - 14B-07-02-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, bez přídavku (CA2,NC1) - 14B-07-02-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CO1,CT1) - 14B-07-03-TotalFat","Tučné, kuřecí, tmavé maso, pouze libové, stehno, syrové, bez přídavku (CO1,CT1) - 14B-07-03-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (FL1,MO1,NY1) - 14B-07-04-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, syrové, nevylepšené (FL1,MO1,NY1) - 14B-07-04-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (National) - 14B-07-01-TotalFat","Tučné, kuřecí, tmavé maso, pouze libové, stehno, syrové, nevylepšené (národní) - 14B-07-01-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, roasted, enhanced (OK1,MI1) - 14B-08-06-TotalFat","Tučné, kuřecí, tmavé maso, pouze libové, stehno, pečené, vylepšené (OK1,MI1) - 14B-08-06-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-TotalFat","Tučný, kuře, tmavé maso, pouze libové, stehno, pečené, nevylepšené (AL1,CA1) - 14B-08-05-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (CA2,NC1) - 14B-08-02-TotalFat","Tuk, kuře, tmavé maso, pouze libové, stehno, pečené, bez přídavku (CA2,NC1) - 14B-08-02-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (CO1,CT1) - 14B-08-03-TotalFat","Tuk, kuře, tmavé maso, pouze libové, stehno, pečené, bez přídavku (CO1,CT1) - 14B-08-03-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-TotalFat","Tučné, kuře, tmavé maso, pouze libové, stehno, pečené, nevylepšené (FL1,MO1,NY1) - 14B-08-04-TotalFat"
"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (National) - 14B-08-01-TotalFat","Tučný, kuře, tmavé maso, pouze libové, stehno, pečené, nevylepšené (národní) - 14B-08-01-TotalFat"
"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-TotalFat","Tuk, kuřecí maso, dušené, z paliček a stehen, nezvýšené (AL1,CA1) - 14B-03-05-TotalFat"
"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-TotalFat","Tuk, kuřecí maso, dušené, z paliček a stehen, nezvýšené (CA2,NC1) - 14B-03-02-TotalFat"
"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-03-04-TotalFat","Tuk, kuře, kůže, dušené, z paliček a stehen, nezvýšené (FL1,MO1,NY1) - 14B-03-04-TotalFat"
"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (National) - 14B-03-01-TotalFat","Tuk, Kuře, kůže, dušené, z paliček a stehen, nezvýšené (národní) - 14B-03-01-TotalFat"
"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-TotalFat","Tuk, kuřecí maso, kůže, syrové, z paliček a stehen, nezvýšené (AL1,CA1) - 14B-01-05-TotalFat"
"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-TotalFat","Tuk, kuřecí maso, kůže, syrové, z paliček a stehen, nezvýšené (CA2,NC1) - 14B-01-02-TotalFat"
"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-01-03-TotalFat","Tuk, kuřecí maso, kůže, syrové, z paliček a stehen, nezvýšené (CO1,CT1,IN1) - 14B-01-03-TotalFat"
"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-01-04-TotalFat","Tuk, kuřecí maso, kůže, syrové, z paliček a stehen, nevylepšené (FL1,MO1,NY1) - 14B-01-04-TotalFat"
"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (National) - 14B-01-01-TotalFat","Tuk, kuřecí maso, kůže, syrové, z paliček a stehen, nezvýšené (národní) - 14B-01-01-TotalFat"
"Fat, Chicken, skin, roasted, from drumsticks and thighs, enhanced (OK1,MI1) - 14B-02-06-TotalFat","Tuk, Kuře, kůže, pečené, z paliček a stehen, vylepšené (OK1,MI1) - 14B-02-06-TotalFat"
"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-TotalFat","Tuk, Kuře, kůže, pečené, z paliček a stehen, nevylepšené (AL1,CA1) - 14B-02-05-TotalFat"
"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-TotalFat","Tuk, kuře, kůže, pečené, z paliček a stehen, nevylepšené (CA2,NC1) - 14B-02-02-TotalFat"
"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-02-03-TotalFat","Tuk, Kuře, kůže, pečené, z paliček a stehen, nezvýšené (CO1,CT1,IN1) - 14B-02-03-TotalFat"
"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-02-04-TotalFat","Tuk, kuře, kůže, pečené, z paliček a stehen, nevylepšené (FL1,MO1,NY1) - 14B-02-04-TotalFat"
"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (National) - 14B-02-01-TotalFat","Tuk, kuře, kůže, pečené, z paliček a stehen, nezvýšené (národní) - 14B-02-01-TotalFat"
"Figs, Dried, Pass 2, Region 1, n/a, No, Minerals - NFY010CDD","Fíky, Sušené, Pass 2, Region 1, n/a, Ne, Minerály – NFY010CDD"
"Figs, Dried, Pass 2, Region 1, n/a, No, Minerals - NFY010CEC","Fíky, Sušené, Pass 2, Region 1, n/a, Ne, Minerály – NFY010CEC"
"Figs, Dried, Pass 2, Region 1, n/a, No, Proximates - NFY010CDB","Fíky, Sušené, Pass 2, Region 1, n/a, Ne, Proximates - NFY010CDB"
"Figs, Dried, Pass 2, Region 1, n/a, No, Proximates - NFY010CE6","Fíky, Sušené, Pass 2, Region 1, n/a, Ne, Proximates - NFY010CE6"
"Figs, Dried, Pass 2, Region 2, n/a, Yes, Minerals - NFY010CEJ","Fíky, Sušené, Pass 2, Region 2, n/a, Ano, Minerály - NFY010CEJ"
"Figs, Dried, Pass 2, Region 2, n/a, Yes, Minerals - NFY010CFH","Fíky, Sušené, Pass 2, Region 2, n/a, Ano, Minerály - NFY010CFH"
"Figs, Dried, Pass 2, Region 2, n/a, Yes, Proximates - NFY010CEH","Fíky, Sušené, Pass 2, Region 2, n/a, Ano, Proximates - NFY010CEH"
"Figs, Dried, Pass 2, Region 2, n/a, Yes, Proximates - NFY010CFB","Fíky, Sušené, Pass 2, Region 2, n/a, Ano, Proximates - NFY010CFB"
"Figs, Dried, Pass 2, Region 3, n/a, Yes, Minerals - NFY010CFN","Fíky, Sušené, Pass 2, Region 3, n/a, Ano, Minerály – NFY010CFN"
"Figs, Dried, Pass 2, Region 3, n/a, Yes, Minerals - NFY010CGH","Fíky, Sušené, Pass 2, Region 3, n/a, Ano, Minerály - NFY010CGH"
"Figs, Dried, Pass 2, Region 3, n/a, Yes, Proximates - NFY010CFL","Fíky, Sušené, Pass 2, Region 3, n/a, Ano, Proximates - NFY010CFL"
"Figs, Dried, Pass 2, Region 3, n/a, Yes, Proximates - NFY010CGE","Fíky, Sušené, Pass 2, Region 3, n/a, Ano, Proximates - NFY010CGE"
"Figs, Dried, Pass 2, Region 4, n/a, Yes, Minerals - NFY010CGQ","Fíky, Sušené, Pass 2, Region 4, n/a, Ano, Minerály - NFY010CGQ"
